股票代码,股票名称,涨跌字符串
sh600376,首开股份,010101110100110101100100100010010000110101101101001000011100
sh601368,绿城水务,010101110110110101101010111000010100110101100101001100011100
sh600309,万华化学,000101100000110110100110101010001100000101101101010000001101
sh688468,科美诊断,011001101010101110101110101011111000010101101101100000011001
sh603261,*ST立航,001010111010100100000011100010011100110101011100010000011101
sh601727,上海电气,010101101100001010101110101000111001100101001001001100111101
sh600829,人民同泰,010100111110111100001010100100111101111101111001001000111101
sh601512,中新集团,010101111100110101001100100000010000010111000001001000011100
sh603779,威龙股份,011101111100101000101111101011011000110001100101001000011000
sh600150,中国船舶,001001101000101100101011101010101100000111100101011110111111
sh600177,雅戈尔,011001010111000100100001110010010100011101000101101000101100
sh603587,地素时尚,011101101110101110100100100001111000111001100111001000011001
sh603170,宝立食品,110101100111101101001111110000011000111001100101000000011101
sh603320,迪贝电气,101000101110101010110010100000101001100101100101101000011010
sh688249,晶合集成,011001101000010100001110101010010010100100111101000000111100
sh688571,杭华股份,011001111100111010001010100000101000100101001101001110011000
sh600503,华丽家族,000101111100111101000010001000011000110101100001001110011111
sh600032,浙江新能,110111010100101001100010100010011100111001000001001000011101
sh600487,XD亨通光,001001101000111010100010101010001000111101111101001010011110
sh600929,雪天盐业,010101001100100100100011100010011100010001111000010100011111
sh688585,上纬新材,011001101010101110001011000000011000000101101100100000011000
sh603816,顾家家居,000001110010100101101010001000011000001101110101001000101101
sh605577,龙版传媒,100100111100101100001110100010011000111101100110101001011101
sh600662,外服控股,111100110100111100001000000010011000101111100101001000011101
sh600498,烽火通信,101100101001110010101010101010101000100101011100101010011100
sh688029,南微医学,011000111000111100001110100100011101001101010111100000111111
sh600097,开创国际,011101110100101110101111100001011000111101101111001000011111
sh601038,一拖股份,010101010100001000101010100000011000100101110100001100011101
sh603697,有友食品,111111011110101101101010101111101000110001100111101001001001
sh600770,综艺股份,011100111100001100101110100000000000010001100101001000011100
sh603201,常润股份,110000111110111110000110101001101001111101111101101010111101
sh601108,财通证券,011100110000111100101110101010101100001101110101001100011101
sh603083,剑桥科技,111000101000110010100110111000101000101101111000101010010101
sh601199,江南水务,010101110110110100100110101000010000111101100001001100111100
sh688633,星球石墨,001101100000001110011111110100000111100000001001001010111001
sh600050,XD中国联,101101100001011000010010001010011000110101011000011100111100
sh603233,大参林,110101110101101101011100001000001010111011010000101001101101
sh603960,克来机电,011000111100111010001110101000101010100101000100001010011101
sh603659,璞泰来,101000101111111010001010101010110100000101110110110110011101
sh600560,金自天正,011100111010111010001110101000101100110101111101001010011101
sh603105,芯能科技,010101100110000001101110100100110000110101110101001100111101
sh600166,福田汽车,011101110100111111110110001000011100101100000101100000011100
sh600226,亨通股份,110100101100011001011110010010101010010101001001100100001001
sh603759,海天股份,110100111110101111110000100000111000111100100101100000111010
sh603018,华设集团,010101100100111110001001101000011100111101111001001001111101
sh600159,大龙地产,010101111100110101100001100010010000110100101111001100011101
sh600196,复星医药,010101101110111100000010101110101101010111100100110000011001
sh601518,吉林高速,011101100101100110001011010011010100010111101001000100111001
sh601089,福元医药,010101101010110101001100100101101001010111001111100010100001
sh600868,梅雁吉祥,110101111111111001100010000100001000100101101000001100111101
sh605158,华达新材,010100111101110000101011100000110000000100111111010011101001
sh603381,永臻股份,010100111101101111110011000010011001000100111111101100011001
sh688390,固德威,011000111010001000111010101100011000100110100100111010111100
sh601010,文峰股份,100101110111111100100011100000111000101101101101100100111101
sh600179,安通控股,010101111010011000100010011010010000110101110100001110111100
sh688259,XD创耀科,001000111000011010001110101000111000000001010000101110011100
sh600222,太龙药业,010100110110101101001010110000101001010110100110100000011001
sh603163,圣晖集成,011101111111111110000011100000111001110100111101101000111111
sh601222,林洋能源,010101101000110011100001100100010000011101100001101010001101
sh600522,中天科技,100001101100111100100110101010011000101101011101101010011011
sh603496,恒为科技,101000111000101010101110100010111000101101111110001010111110
sh600456,宝钛股份,000000101000111010100111101000101100101101101101000100011111
sh605166,聚合顺,101000100010101010101010101110100000101101111101001000011101
sh688303,大全能源,000101101001010000101110101100101100100110111101011110011110
sh600537,亿晶光电,011000101000111000001110101100101000100100100101001000011001
sh601828,美凯龙,010100111100111100000110100010010000010101000101001000111100
sh603817,海峡环保,010101110110111111101010110100011000110100101101010000011000
sh688075,安旭生物,011001101110101101001110100100111101010111100100101000011001
sh688076,诺泰生物,110000101000011111000111100110111001010101111111100000111001
sh600511,国药股份,010101100000011100001110010010101101001101100100100000101111
sh601333,广深铁路,011101101001001100111000000010010110111101000001000000110000
sh688695,中创股份,110101111111101110011110101000111000100101010101101010011111
sh688179,阿拉丁,111001111010111101011010000010101001000101100101101000111100
sh601399,国机重装,111100110100110000001010101010111000101101011101010100011101
sh600396,华电辽能,010101111110111001100011110110001100100101101101001100011101
sh603067,振华股份,110000111100111111110111000000010110101101110100101000011110
sh600874,创业环保,010101100001111101100010110010011000111110100010111100000101
sh600864,哈投股份,011100101100111100100010101010011000100101110101001100011101
sh688478,晶升股份,011100111000101110111110100100000111100001010100001010111000
sh688037,芯源微,100101101001101100111010001100110000100101011100111011110000
sh600587,新华医疗,011101100000111100000001101000101101011111000110000100001101
sh600745,闻泰科技,011000111011001110111010001100101010000100110100001111011100
sh600573,惠泉啤酒,011100110100101001101001110001111111011011101101001000111001
sh688072,拓荆科技,111101101011101100101010100010110000000100011100011011010000
sh600703,三安光电,011001111010111110110111101010111000100100110001001110111100
sh600293,三峡新材,010100101000101000101111001011110110110101101001001110011001
sh600354,敦煌种业,011111010110001100001111110111011000110111101111001100011101
sh601121,宝地矿业,011100110100101110001010100001011001110101101101110000110001
sh600053,九鼎投资,011100111100111000101010001010000000110111100101101100011111
sh688607,康众医疗,111101111100101010001110100000111000110101111001100000011010
sh603117,万林物流,010101101110001100101011100010001000100101011100001100111101
sh600017,日照港,010101110001001100000010001110110100001101001110001100110101
sh600313,农发种业,011111010100001100101111000011011000110101101111000100011101
sh600459,贵研铂业,010100111110011100000110001010101111000001101101101000010110
sh600885,宏发股份,101001001010011110011010101011001101001100010001001010101100
sh603766,隆鑫通用,101000111100011110000010100010110011001101110001010000001101
sh603360,百傲化学,010101101000101001001110100000111001010011100100100000011011
sh600742,XD富维股,001100111100111111001101101101101000010101100001000000111110
sh603997,继峰股份,001001101100000111001100111111111011000001011001000010011000
sh688789,宏华数科,011000101000111010101011010000011101101110010001001010101101
sh600778,友好集团,100101111100111100001111100011111000011101100101101000111101
sh688395,正弦电气,100001111010101010101111001000111000000100001101101000011100
sh600618,氯碱化工,010101111100101110100011001011010000110101101101011010011101
sh688305,科德数控,001000111010110000101011001000101000101101010100101110011101
sh605255,天普股份,111100111100111010101111100101101110111111111001101010010010
sh603999,读者传媒,110100110111001100101011100000111000100101110111101001011111
sh603998,方盛制药,011101110110111101000010000111001001010111000100100000011001
sh605507,国邦医药,010101011010101101001100011101101101011111101111100000101001
